is_holiday,air_pollution_index,temperature,rain_p_h,visibility_in_miles,time_of_day,traffic_condition
0,80.3,24.2,20.3,5.0,1,0
0,72.8,30.9,39.2,5.0,1,0
1,125.9,33.8,23.4,7.3,0,0
0,39.8,24.8,0.6,5.3,1,0
1,100.5,27.7,47.7,6.3,0,0
0,141.3,25.4,1.7,5.0,1,0
1,77.0,29.0,3.3,5.9,0,0
1,116.8,19.7,41.0,7.9,0,0
1,62.1,26.3,29.1,5.0,1,0
1,112.2,33.3,37.2,5.3,1,0
1,125.0,23.4,5.9,7.2,0,0
0,110.0,22.0,44.9,5.0,1,0
0,59.7,26.2,38.2,6.8,0,0
0,118.2,18.9,27.3,5.0,1,0
0,74.8,17.4,49.1,6.0,0,0
0,30.8,25.1,39.0,7.0,0,0
0,116.5,17.8,47.8,6.4,1,0
1,70.2,19.8,8.4,9.5,0,0
0,135.7,20.4,46.8,5.0,1,0
1,94.2,29.0,0.1,5.0,1,0
1,106.4,29.3,35.0,5.0,0,0
1,146.5,30.9,32.0,5.0,1,0
1,28.8,24.2,47.1,8.5,0,0
1,66.8,20.6,9.8,6.9,1,0
0,100.7,31.8,17.9,7.9,0,0
1,48.4,33.8,24.4,8.7,1,0
0,78.5,29.9,36.2,5.0,1,0
0,109.5,39.4,24.6,5.0,1,0
0,118.0,21.0,18.3,5.9,1,0
1,29.6,20.6,16.2,7.3,0,0
0,36.2,33.2,2.2,5.0,0,0
1,90.5,34.5,9.0,5.0,1,0
1,141.9,23.4,12.3,5.0,1,0
0,91.3,39.4,26.9,6.6,0,0
1,122.5,19.0,6.5,5.0,0,0
1,138.0,35.8,13.0,5.6,0,0
1,64.0,22.7,31.2,9.6,1,0
1,94.4,22.2,16.6,8.0,0,0
0,73.0,16.5,41.2,5.0,0,0
0,96.2,15.1,47.7,5.0,0,0
0,98.6,25.1,41.6,5.9,0,0
1,25.0,37.9,36.6,5.0,0,0
0,29.4,23.5,31.3,5.0,0,0
0,88.2,33.1,37.1,8.0,0,0
0,65.8,38.2,5.0,6.4,0,0
1,139.3,39.8,14.2,5.5,1,0
0,38.6,19.4,0.9,5.0,1,0
1,110.7,23.8,47.8,5.0,0,0
1,42.8,26.7,1.9,5.0,0,0
0,133.4,15.6,4.1,6.3,0,0
0,43.0,27.3,28.6,7.9,0,0
0,90.4,25.4,3.2,5.0,1,0
0,110.5,37.3,45.5,5.0,1,0
1,111.5,33.9,38.0,9.3,1,0
0,119.7,28.5,14.3,5.0,0,0
1,137.0,33.6,13.7,5.0,1,0
0,64.0,30.8,30.1,9.5,0,0
1,39.4,17.8,8.5,5.0,0,0
1,133.6,35.5,13.3,7.9,0,0
0,40.3,17.6,32.3,5.0,1,0
0,35.6,19.5,9.7,5.0,1,0
0,60.2,37.2,41.1,5.0,0,0
0,95.9,27.4,17.0,8.2,1,0
0,48.4,26.3,38.5,9.8,0,0
0,58.9,20.0,9.2,5.0,1,0
0,103.2,16.3,32.4,8.9,1,0
0,64.5,29.3,30.7,6.4,1,0
0,89.7,31.4,38.6,9.1,1,0
0,130.1,16.5,45.3,9.0,0,0
1,127.2,17.4,11.3,6.3,1,0
1,25.0,30.7,34.4,5.0,0,0
1,90.0,15.9,6.5,5.0,1,0
0,26.6,32.3,32.4,5.0,0,0
1,147.2,38.3,17.3,5.0,0,0
0,47.9,25.6,31.3,5.0,0,0
1,121.5,32.6,38.9,5.0,0,0
0,44.6,39.0,15.3,5.0,0,0
0,57.0,28.8,43.7,5.0,0,0
0,58.9,36.7,46.0,7.7,1,0
1,114.7,21.2,43.6,5.0,0,0
1,47.9,19.5,15.2,5.0,1,0
0,44.2,23.8,4.1,5.0,0,0
1,39.0,25.9,21.6,8.3,0,0
1,68.2,36.2,40.8,5.3,1,0
1,57.6,21.0,31.5,9.8,1,0
0,138.0,26.1,42.6,5.0,1,0
0,54.5,31.5,0.0,8.8,1,0
1,84.7,22.3,49.9,9.8,0,0
0,59.1,18.6,15.2,9.0,1,0
1,53.8,32.4,13.5,8.3,0,0
0,62.6,16.7,9.8,7.1,0,0
0,134.8,20.9,13.2,5.0,1,0
0,81.2,25.8,40.2,5.4,0,0
0,124.0,39.3,32.5,5.0,0,0
0,114.3,30.8,7.8,5.0,0,0
1,72.5,25.4,1.6,5.0,0,0
1,143.7,30.8,18.0,5.0,1,0
0,57.5,25.7,37.7,9.2,0,0
1,98.0,29.8,30.9,5.9,0,0
1,70.4,34.1,18.9,5.0,1,0
0,41.9,15.9,33.2,7.0,0,0
1,117.5,35.4,47.1,6.6,1,0
0,117.3,36.9,21.4,5.0,1,0
1,76.5,22.1,35.9,5.8,0,0
1,59.2,25.6,30.9,5.2,1,0
1,125.0,18.0,31.8,5.0,0,0
0,115.4,16.7,44.9,5.8,1,0
1,56.5,27.8,49.0,6.8,0,0
1,66.8,15.5,32.4,9.6,0,0
1,132.6,21.9,42.4,6.6,0,0
1,70.8,23.2,46.9,5.0,1,0
0,109.3,38.2,25.8,6.5,1,0
1,70.5,20.3,32.6,5.0,0,0
1,91.5,38.7,40.2,6.8,0,0
1,122.1,36.0,44.6,8.3,1,0
0,101.5,25.0,26.3,5.0,1,0
1,104.8,36.4,47.2,5.0,0,0
0,26.9,32.0,15.9,6.7,1,0
1,96.4,30.4,18.4,7.6,0,0
1,71.1,17.1,17.3,5.0,0,0
1,113.8,37.7,37.9,5.0,1,0
1,81.8,38.8,36.7,5.0,1,0
1,82.0,22.8,3.7,5.9,0,0
0,73.0,23.2,18.2,7.5,1,0
0,108.7,25.3,45.9,5.0,1,0
0,94.3,37.6,1.0,5.0,0,0
0,66.5,25.1,12.4,5.0,1,0
1,148.9,38.9,11.7,5.0,1,0
1,63.5,30.0,48.0,8.7,1,0
1,81.0,20.4,7.8,5.0,0,0
1,93.8,38.1,0.5,9.1,0,0
0,47.1,38.0,6.8,5.0,1,0
1,69.7,15.6,44.1,6.9,1,0
1,82.2,28.8,6.5,9.6,1,0
1,127.8,22.2,29.8,9.3,1,0
1,42.6,18.8,14.8,5.3,1,0
0,57.7,25.7,4.3,7.1,1,0
0,133.4,23.2,49.4,9.7,0,0
1,122.0,27.1,26.6,5.0,1,0
1,129.2,15.1,30.3,5.0,0,0
1,126.7,24.5,47.8,8.5,1,0
1,85.3,18.6,21.7,5.0,0,0
0,145.6,34.3,17.9,9.0,1,0
0,55.4,19.5,38.8,5.0,1,0
1,131.8,35.3,30.9,5.0,0,0
0,68.6,32.4,47.2,7.0,1,0
0,76.0,34.8,9.1,5.0,1,0
0,87.8,31.8,46.6,5.0,1,0
1,98.3,16.3,36.2,6.7,1,0
1,25.4,24.6,9.3,5.0,0,0
1,75.0,16.1,48.7,5.0,1,0
1,125.3,17.8,4.0,8.3,0,0
1,120.0,35.6,23.1,5.0,1,0
0,34.2,34.0,47.8,9.1,0,0
0,126.8,30.0,8.2,9.5,0,0
1,100.8,28.7,49.2,9.2,0,0
1,119.8,21.9,39.1,5.0,0,0
1,64.5,25.8,38.0,5.0,0,0
0,146.6,34.5,26.6,7.2,1,0
0,37.1,26.3,27.7,5.0,1,0
0,77.7,20.9,11.4,8.7,0,0
1,114.8,16.7,12.4,5.0,0,0
0,63.6,24.7,45.1,5.0,0,0
0,97.8,31.5,31.7,6.9,0,0
0,149.6,29.2,17.2,5.7,1,0
1,84.3,25.7,4.0,5.1,0,0
0,142.1,25.2,22.8,7.9,0,0
1,142.6,27.7,18.4,9.8,1,0
1,69.6,24.6,38.7,5.9,0,0
1,59.2,36.6,36.1,5.0,0,0
1,64.7,24.1,13.3,5.0,0,0
0,110.7,35.3,37.5,5.5,1,0
0,123.0,32.2,22.0,5.9,0,0
1,140.1,19.2,32.9,7.1,1,0
0,144.4,35.3,0.4,8.7,1,0
0,54.8,38.3,18.1,8.4,1,0
0,125.1,20.5,19.9,9.1,0,0
1,54.0,25.7,48.8,9.9,0,0
0,56.8,17.1,9.7,5.0,1,0
1,79.2,23.3,5.6,5.0,0,0
1,111.8,36.5,21.0,9.5,0,0
1,100.6,27.0,24.3,9.2,0,0
1,135.3,25.7,23.2,5.0,1,0
0,82.5,21.2,36.5,7.5,0,0
0,34.4,15.6,7.7,5.0,0,0
1,130.4,25.8,31.5,7.6,1,0
1,65.8,23.1,11.0,5.9,1,0
0,134.4,27.2,37.1,7.4,1,0
0,26.9,35.8,43.8,8.1,0,0
1,88.6,26.9,26.9,5.0,0,0
0,61.7,16.2,26.4,5.0,1,0
0,148.9,36.1,31.8,9.4,0,0
0,131.8,20.9,10.2,9.8,0,0
1,65.0,38.0,7.8,6.8,0,0
0,90.2,27.5,18.4,5.0,0,0
1,33.5,30.4,18.0,9.0,1,0
1,104.3,20.8,19.0,8.5,1,0
1,121.1,27.0,39.8,8.7,0,0
1,131.9,35.6,43.8,8.4,1,0
0,85.7,21.6,22.4,5.0,0,0
1,36.3,25.5,46.8,5.0,1,0
0,138.9,25.1,19.6,6.9,0,0
1,102.0,31.7,45.6,8.4,1,0
1,89.3,23.6,4.4,5.5,0,0
0,93.8,15.4,42.2,5.0,1,0
1,113.8,29.9,49.6,5.0,1,0
1,40.5,25.6,0.7,5.0,1,0
0,62.5,22.1,35.1,7.5,1,0
0,70.0,37.8,43.3,5.0,1,0
0,65.0,27.3,29.7,5.7,1,0
0,55.9,35.4,12.6,7.7,1,0
1,29.7,33.2,17.1,5.0,1,0
0,45.5,32.2,3.7,6.4,0,0
0,52.4,26.9,15.8,7.7,1,0
1,110.1,32.8,37.0,6.1,1,0
0,107.5,25.1,1.1,5.0,0,0
1,51.7,32.0,4.5,7.2,0,0
0,148.2,21.7,45.3,7.8,0,0
0,102.0,26.8,27.7,5.9,1,0
0,102.2,21.2,46.8,5.0,0,0
0,49.4,23.8,47.7,6.3,0,0
1,148.3,24.1,19.0,5.0,1,0
1,45.0,32.9,47.6,5.0,1,0
1,34.0,24.6,25.0,5.0,1,0
0,109.9,38.0,40.9,5.0,0,0
1,65.4,26.5,20.2,9.4,1,0
0,91.3,31.4,12.7,7.0,0,0
1,138.2,17.4,1.5,5.0,1,0
1,74.0,26.5,29.8,6.0,0,0
0,72.3,28.8,39.2,9.5,1,0
1,109.6,20.7,42.7,5.0,1,0
1,148.1,22.8,32.4,9.7,0,0
1,63.5,36.2,19.9,9.5,1,0
0,96.8,31.2,4.6,5.0,1,0
1,96.2,29.4,23.8,9.2,0,0
1,53.5,29.6,43.8,9.7,0,0
0,96.2,35.0,12.3,5.0,0,0
0,42.9,32.7,13.4,6.0,1,0
1,137.6,36.9,3.1,5.0,0,0
0,147.7,24.3,43.0,5.0,1,0
0,101.1,30.2,44.1,6.4,1,0
1,44.9,39.5,14.9,7.1,1,0
1,87.5,37.0,11.5,5.0,1,0
1,113.1,19.2,19.9,5.0,0,0
1,110.3,37.2,1.1,5.4,1,0
1,112.5,39.1,44.8,5.0,0,0
0,64.5,20.3,22.8,7.0,1,0
0,55.9,30.7,45.1,7.9,0,0
1,128.3,35.9,44.6,5.0,1,0
0,84.2,33.3,10.5,5.6,0,0
1,131.2,15.6,42.0,5.5,1,0
0,116.2,19.6,36.7,9.7,1,0
0,37.6,36.0,37.8,8.4,1,0
1,36.0,35.0,49.0,5.0,0,0
1,120.8,18.6,36.0,5.7,1,0
1,55.1,25.2,16.9,9.2,1,0
1,143.4,20.6,2.5,6.9,1,0
1,36.4,31.7,37.4,7.2,1,0
0,80.0,35.7,24.2,5.0,0,0
1,83.4,22.0,1.4,5.0,1,0
1,49.8,35.7,49.8,5.0,0,0
0,86.5,19.6,48.8,5.0,0,0
0,120.8,33.4,35.5,7.5,0,0
0,70.0,22.8,10.5,5.0,1,0
1,130.4,25.3,30.9,7.2,1,0
1,106.2,30.9,42.8,9.0,1,0
1,41.7,23.2,38.3,5.0,1,0
0,57.2,25.5,7.7,5.0,0,0
1,141.8,20.3,1.0,6.5,1,0
1,114.0,20.1,11.4,6.6,1,0
0,111.5,16.2,39.0,8.2,1,0
1,27.1,31.8,19.2,6.4,0,0
1,62.7,38.8,25.2,8.6,0,0
1,108.1,15.6,46.3,5.0,0,0
1,149.4,23.4,25.5,5.0,0,0
1,135.2,16.1,19.3,7.1,1,0
1,26.0,17.2,42.9,6.6,1,0
1,114.4,21.3,36.3,8.1,0,0
0,110.2,34.5,8.9,7.0,1,0
0,56.3,36.2,31.0,5.0,0,0
1,86.0,21.7,49.4,5.0,1,0
1,98.7,33.1,5.0,5.0,1,0
0,66.0,39.3,29.9,6.7,1,0
0,66.6,19.4,29.1,5.0,1,0
0,121.5,35.8,11.1,8.2,1,0
1,136.1,25.9,10.5,5.0,1,0
0,76.5,30.7,37.2,6.2,1,0
0,147.3,20.8,11.1,7.3,0,0
0,79.8,24.3,47.4,6.6,0,0
1,45.6,19.8,18.3,5.0,0,0
0,145.8,34.5,11.3,5.0,1,0
1,126.8,24.1,12.1,8.5,1,0
1,102.8,22.1,44.7,5.9,1,0
0,99.1,20.7,44.3,5.0,0,0
0,40.2,27.2,6.0,8.6,1,0
0,67.3,22.2,19.9,9.8,0,0
1,100.6,25.0,18.7,5.0,1,0
0,57.2,37.0,44.0,9.9,0,0
1,56.8,39.5,11.9,5.0,0,0
1,79.0,31.9,16.4,8.6,1,0
0,110.0,32.3,45.3,5.8,0,0
1,86.7,25.3,41.1,5.8,1,0
1,33.4,23.2,18.3,7.8,0,0
1,146.8,31.8,35.3,5.0,1,0
1,75.2,16.0,13.7,8.0,0,0
1,72.3,24.1,16.3,6.2,1,0
1,143.1,26.0,38.9,5.0,0,0
0,90.2,24.5,8.6,6.1,1,0
1,133.4,34.0,46.2,5.0,0,0
0,118.1,30.6,27.8,5.0,1,0
1,36.4,34.3,37.1,5.0,1,0
0,81.0,21.3,18.4,5.0,1,0
0,31.8,39.6,49.2,7.2,0,0
0,59.9,17.5,11.6,5.0,1,0
0,102.9,24.8,37.8,5.0,0,0
0,117.3,39.7,40.7,5.0,1,0
0,31.4,37.0,44.0,8.1,1,0
0,138.4,23.5,32.5,8.5,0,0
0,53.1,19.5,14.7,5.0,0,0
1,81.2,22.4,2.6,8.8,1,0
1,28.1,26.2,25.6,5.0,1,0
0,106.5,27.3,9.9,7.9,0,0
1,99.3,16.0,27.3,5.1,1,0
0,40.6,22.6,23.5,5.0,1,0
0,132.6,30.8,33.4,5.0,0,0
1,93.0,26.6,38.3,5.9,1,0
1,114.0,16.2,19.3,6.3,0,0
0,72.0,24.4,42.9,5.2,0,0
0,31.4,20.9,2.7,6.2,1,0
1,66.8,19.7,23.9,7.1,0,0
1,100.0,26.8,3.0,5.0,0,0
0,108.3,19.0,20.3,5.0,0,0
1,131.2,22.6,37.7,5.8,1,0
0,28.4,33.2,29.0,5.0,0,0
1,119.2,34.8,46.5,5.0,0,0
0,125.0,33.7,45.3,5.0,1,0
0,119.9,36.9,12.3,8.1,1,0
0,140.7,33.1,7.6,9.3,0,0
1,25.6,15.6,44.7,9.2,1,0
0,60.0,23.4,14.0,5.0,0,0
0,122.2,33.8,38.7,5.2,0,0
1,77.4,36.6,43.2,5.0,1,0
1,71.2,21.3,6.4,5.0,0,0
0,90.0,27.0,19.4,5.0,1,0
0,88.7,31.7,29.3,9.5,0,0
1,125.8,24.5,14.4,9.1,0,0
0,68.2,15.6,9.7,5.0,0,0
0,88.9,15.1,5.7,5.0,0,0
0,119.6,39.4,21.8,5.0,0,0
1,137.0,26.6,31.9,8.6,0,0
1,68.2,26.7,41.2,8.9,0,0
0,53.1,25.7,9.1,5.0,1,0
1,93.2,23.4,23.3,5.3,1,0
0,126.6,36.0,5.8,7.2,0,0
0,66.5,36.5,5.0,5.0,1,0
1,100.5,29.8,39.1,5.4,1,0
1,68.0,22.1,49.3,9.1,0,0
0,103.5,21.8,33.7,8.0,0,0
0,146.1,24.4,5.6,9.3,0,0
1,33.8,21.5,6.9,5.0,1,0
0,54.1,22.0,28.7,5.0,0,0
1,77.8,37.5,14.9,6.5,0,0
0,35.5,29.9,40.6,5.0,1,0
0,121.5,20.3,24.2,5.0,1,0
1,40.6,30.2,22.5,8.3,0,0
1,59.0,30.9,0.2,5.0,0,0
0,65.8,25.8,45.1,5.0,1,0
0,29.1,21.3,12.1,9.8,1,0
1,66.0,15.7,36.8,8.8,1,0
1,146.9,32.9,35.2,8.3,0,0
0,76.5,39.4,47.2,5.0,1,0
0,105.8,16.1,43.2,7.2,0,0
0,47.0,15.1,10.2,6.6,0,0
0,132.5,27.6,31.8,9.3,0,0
1,115.1,21.3,47.8,5.0,1,0
1,88.2,16.6,43.7,7.3,0,0
1,93.2,21.6,16.0,5.0,1,0
0,123.0,38.5,3.0,7.9,0,0
1,50.8,34.6,28.4,5.0,1,0
0,113.6,28.1,14.1,5.0,1,0
0,43.7,31.1,7.4,5.0,0,0
0,57.2,15.4,33.4,5.0,0,0
1,115.9,26.1,15.1,5.0,0,0
1,86.3,37.9,14.3,5.5,0,0
0,31.4,35.9,28.9,7.4,1,0
0,75.8,30.2,48.0,7.8,0,0
0,30.1,28.0,8.0,8.7,1,0
0,29.6,39.7,30.8,6.0,0,0
1,32.5,29.7,1.5,5.0,1,0
0,44.1,20.4,45.0,8.9,0,0
0,59.0,39.5,40.9,9.2,1,0
1,73.8,35.1,32.8,5.0,1,0
1,99.9,37.7,33.3,5.0,1,0
1,91.2,23.7,45.4,5.0,0,0
0,133.5,24.5,30.3,5.0,1,0
0,58.4,31.9,6.5,5.0,0,0
1,87.2,30.5,8.4,7.4,1,0
0,30.5,16.7,26.1,5.7,0,0
1,30.1,16.6,25.5,6.5,0,0
0,78.2,28.3,31.8,5.6,0,0
1,54.4,23.2,29.0,8.8,0,0
0,115.2,15.7,44.9,6.5,1,0
0,113.5,17.0,43.8,5.0,1,0
1,81.2,31.5,44.1,8.2,0,0
0,99.6,28.6,20.5,5.0,0,0
0,126.4,24.4,37.8,6.5,0,0
0,79.7,38.6,30.8,8.8,1,0
1,70.8,24.8,14.4,5.0,0,0
1,145.8,16.3,15.1,5.0,0,0
0,87.0,29.4,26.4,5.2,1,0
0,48.6,16.6,40.3,8.1,0,0
0,59.5,30.9,47.5,5.0,1,0
0,144.2,29.7,30.7,8.9,1,0
0,73.0,20.8,2.0,6.9,1,0
1,85.0,17.6,9.2,5.0,1,0
1,104.0,32.3,31.8,8.8,0,0
0,73.8,28.1,23.7,5.4,0,0
0,26.4,39.4,1.9,7.8,0,0
0,99.2,18.1,15.2,5.0,0,0
1,28.3,33.0,40.4,8.0,1,0
0,52.9,23.3,25.9,5.4,0,0
0,73.5,36.5,23.2,8.5,0,0
1,88.4,23.7,5.5,6.9,0,0
1,35.9,21.6,42.0,7.6,1,0
0,148.7,19.8,38.0,5.0,0,0
0,56.6,36.3,32.2,8.6,0,0
0,104.1,35.1,33.5,5.0,0,0
0,66.0,16.8,47.8,5.5,1,0
0,97.8,37.2,14.1,6.4,0,0
1,101.9,37.0,19.6,5.0,1,0
1,87.7,23.8,20.3,8.4,1,0
1,32.1,18.1,3.4,7.7,1,0
1,66.1,22.8,43.3,6.3,1,0
0,139.8,31.1,24.1,5.9,1,0
1,39.5,34.6,39.3,9.7,0,0
0,99.5,27.6,39.4,8.2,0,0
0,89.5,21.1,16.2,5.0,1,0
1,83.8,16.7,1.6,7.4,0,0
1,69.0,19.1,29.3,6.9,0,0
1,79.9,20.7,41.3,5.0,0,0
1,74.8,39.9,14.2,5.0,1,0
1,38.5,18.9,38.8,5.0,0,0
0,31.0,23.8,0.9,7.0,1,0
1,79.7,35.8,12.5,5.0,0,0
0,90.6,33.3,31.8,7.0,1,0
1,94.3,36.2,10.8,5.0,0,0
0,77.0,33.3,22.0,8.6,0,0
0,115.0,20.2,26.5,7.8,0,0
1,135.5,37.3,45.6,5.1,0,0
0,126.5,27.6,42.6,6.5,1,0
0,44.8,25.7,43.9,5.2,1,0
0,53.9,27.7,7.6,7.0,1,0
1,95.0,19.1,41.8,9.9,1,0
1,142.7,31.7,25.0,5.1,0,0
0,124.0,29.5,22.6,9.7,0,0
0,74.1,34.1,48.4,8.5,1,0
0,43.4,33.9,28.5,6.8,0,0
1,51.9,25.6,6.6,5.0,1,0
1,39.1,37.6,36.2,8.3,0,0
0,133.0,33.5,37.0,5.0,1,0
1,73.9,30.2,0.7,6.4,1,0
0,81.4,33.5,10.1,8.4,1,0
1,90.8,24.2,37.0,8.8,1,0
1,112.5,29.7,44.9,5.0,1,0
1,130.9,18.1,32.3,7.6,0,0
0,134.9,30.4,20.4,5.0,1,0
1,36.0,28.5,13.1,9.4,1,0
1,81.4,21.0,28.4,7.5,1,0
0,128.7,38.5,16.4,9.4,0,0
0,27.1,22.1,11.8,5.0,1,0
0,85.7,38.7,44.8,5.0,0,0
0,33.6,30.7,10.8,7.3,1,0
1,76.0,17.6,7.2,9.0,0,0
1,118.3,24.4,1.6,5.0,1,0
1,128.3,29.4,25.8,5.0,1,0
1,104.7,32.6,26.7,5.0,1,0
0,78.0,31.5,1.4,5.1,1,0
0,131.5,15.3,33.7,5.0,0,0
0,79.2,24.4,41.6,5.0,0,0
1,87.2,23.0,25.6,5.9,1,0
1,137.4,39.8,14.4,5.0,0,0
0,132.8,16.4,21.7,5.0,0,0
0,106.2,17.1,41.0,5.0,0,0
1,140.7,39.4,25.9,5.0,1,0
1,46.4,25.8,37.7,7.9,1,0
0,34.4,26.8,11.5,6.3,0,0
0,61.0,16.3,16.3,5.0,0,0
0,95.4,32.5,36.6,9.4,0,0
1,58.1,27.2,6.2,9.0,0,0
1,146.8,28.7,35.9,5.0,1,0
0,144.0,25.6,41.0,5.1,1,0
1,127.0,21.4,20.2,9.6,0,0
1,35.9,21.3,34.0,7.5,1,0
1,119.0,19.9,15.8,5.0,1,0
0,53.0,18.5,22.2,5.0,0,0
1,114.9,29.8,9.7,7.5,1,0
0,78.3,22.8,49.7,8.8,0,0
1,131.2,35.0,29.1,8.3,1,0
0,106.0,19.5,37.6,5.0,1,0
0,136.9,27.6,0.4,5.0,0,0
0,85.0,19.8,22.8,5.0,0,0
0,113.0,35.3,7.1,5.0,1,0
0,136.8,23.2,20.6,5.0,1,0
0,57.9,26.6,16.1,9.8,0,0
0,40.5,24.5,35.9,5.0,1,0
0,135.4,21.9,34.0,7.9,0,0
0,83.8,25.2,18.4,5.0,1,0
1,147.8,25.1,34.2,5.0,0,0
0,69.2,34.7,32.5,6.7,0,0
0,149.0,24.9,14.8,5.0,0,0
1,104.8,30.1,35.5,7.4,0,0
0,122.2,29.9,32.5,9.0,1,0
1,101.3,26.9,4.9,5.0,0,0
0,115.2,37.3,43.7,5.0,0,0
1,111.0,31.2,43.7,9.4,1,0
1,126.5,23.6,10.4,5.0,1,0
0,36.2,23.2,48.3,7.2,0,0
1,129.3,28.5,28.1,6.9,0,0
0,129.0,23.2,42.3,8.5,0,0
1,52.9,39.5,37.9,5.0,0,0
0,144.8,39.2,17.5,6.4,0,0
1,45.6,26.2,32.5,5.0,1,0
1,39.1,35.9,31.0,5.0,0,0
1,35.1,26.7,27.2,9.1,1,0
0,36.0,21.4,49.3,8.1,1,0
1,89.7,26.8,46.8,8.2,0,0
0,149.3,22.6,5.1,8.8,0,0
1,132.6,30.7,28.1,5.5,0,0
0,71.0,37.7,43.6,9.9,1,0
0,62.2,16.0,29.4,5.0,0,0
0,131.8,34.8,11.2,5.0,0,0
0,94.8,31.1,27.3,8.3,1,0
1,82.4,28.1,20.8,7.9,1,0
1,92.3,39.6,32.8,8.7,0,0
0,60.5,21.9,31.9,10.0,0,0
0,111.7,25.7,38.4,7.9,1,0
0,35.5,16.7,31.5,7.2,0,0
1,76.8,20.2,47.7,8.1,1,0
1,33.6,37.6,7.7,7.0,0,0
0,62.4,39.7,22.8,8.7,1,0
1,97.8,22.4,21.8,6.0,1,0
0,77.7,28.6,28.9,6.0,0,0
1,90.0,15.1,3.0,6.0,0,0
0,105.3,18.6,13.3,7.8,1,0
1,77.3,35.3,10.4,9.6,0,0
1,147.3,31.5,1.8,6.0,0,0
0,136.8,18.8,0.6,5.0,1,0
1,59.4,16.8,48.1,6.7,1,0
0,81.9,16.0,11.7,5.0,1,0
1,138.6,32.9,24.6,5.0,0,0
0,83.6,30.6,46.4,5.6,1,0
1,52.2,24.6,36.0,5.0,0,0
0,107.5,20.1,2.4,5.1,0,0
0,51.5,18.8,21.7,5.0,0,0
1,117.8,23.1,23.8,7.9,1,0
0,102.4,26.3,14.7,7.4,0,0
1,111.6,21.7,1.6,6.0,1,0
0,66.1,30.3,21.0,8.2,1,0
1,43.1,19.5,35.6,5.0,1,0
1,26.9,27.8,27.9,5.0,1,0
0,125.5,35.5,24.4,5.0,0,0
1,65.9,28.7,25.4,6.4,1,0
0,133.8,39.7,43.2,5.0,1,0
1,116.9,24.9,27.7,5.2,0,0
1,121.1,34.0,26.1,5.0,1,0
1,36.4,31.4,48.1,5.0,1,0
0,98.2,25.4,33.8,5.0,1,0
0,93.5,25.4,13.9,5.0,0,0
1,95.9,23.9,27.0,8.9,0,0
0,78.7,29.7,37.5,8.0,0,0
0,70.5,25.1,29.1,6.6,0,0
0,93.2,20.2,32.1,5.0,1,0
1,77.5,20.0,32.4,8.5,0,0
1,78.3,23.3,36.8,7.6,1,0
0,127.8,23.8,25.2,5.0,1,0
1,58.5,20.1,49.0,9.6,0,0
1,96.2,35.9,11.8,5.0,1,0
0,84.2,28.2,43.8,6.0,0,0
1,133.2,21.6,23.9,5.0,1,0
0,99.3,29.2,27.8,5.0,1,0
1,30.4,16.0,1.9,8.5,1,0
1,130.2,28.8,8.3,5.0,0,0
0,87.5,21.2,47.8,9.5,1,0
1,42.1,24.8,11.4,10.0,0,0
0,116.0,27.1,37.8,7.0,0,0
0,114.0,39.8,23.0,9.6,1,0
1,72.0,23.2,23.2,5.0,0,0
1,96.6,22.4,39.5,8.5,1,0
0,29.1,37.1,35.1,5.0,0,0
0,97.8,18.1,39.3,5.0,0,0
0,56.2,30.5,17.0,9.1,1,0
1,136.4,15.8,15.5,5.0,0,0
0,144.0,36.1,40.1,9.7,1,0
1,112.6,31.9,1.8,5.0,0,0
1,34.4,27.0,48.6,9.1,1,0
1,47.9,26.9,42.3,5.0,1,0
0,92.8,17.9,45.3,8.1,0,0
0,46.8,37.9,16.0,5.0,1,0
1,119.1,16.4,31.4,5.7,0,0
1,104.8,26.3,37.4,5.0,1,0
1,129.9,36.5,1.1,5.0,1,0
1,106.5,20.8,15.6,5.0,0,0
0,65.5,26.1,40.8,7.8,0,0
1,56.4,33.8,33.3,9.5,1,0
1,68.2,34.4,31.7,9.0,1,0
1,85.8,34.4,19.5,5.2,0,0
1,127.2,24.7,20.3,5.0,0,0
0,30.6,28.1,41.0,8.9,1,0
1,68.8,26.4,4.1,5.0,0,0
1,60.0,23.9,10.8,6.0,0,0
0,134.0,21.7,47.3,8.0,0,0
0,58.6,32.7,47.1,5.0,1,0
1,77.0,19.2,35.5,5.0,0,0
1,93.2,16.8,43.9,8.0,0,0
0,59.9,29.9,18.9,5.0,0,0
0,25.6,29.4,4.8,5.7,1,0
0,33.6,24.8,32.4,7.2,1,0
0,96.3,17.9,17.5,7.3,1,0
0,93.4,25.7,31.2,5.0,0,0
0,98.5,37.3,15.4,8.5,0,0
1,80.0,23.4,46.3,5.0,1,0
1,88.6,23.6,1.0,5.0,1,0
1,79.7,31.1,39.6,7.8,0,0
1,48.1,19.0,9.0,5.0,0,0
1,129.2,19.2,25.3,6.1,0,0
1,29.1,33.1,26.7,5.0,1,0
0,32.5,30.5,14.0,7.0,0,0
1,109.1,23.8,23.2,7.1,0,0
1,116.2,39.4,8.0,7.2,1,0
0,141.2,26.0,25.2,5.0,0,0
0,64.5,32.8,31.8,8.4,0,0
1,28.5,34.2,30.6,9.6,0,0
0,25.4,37.7,29.8,6.0,1,0
0,60.5,37.1,30.3,7.5,1,0
